S.N.	Reference No.	Name	Acc. No.	Valid From	Valid Upto	Remarks
629	H-2017-1212	Shanmuga Hospital Limited - (Earlier Certificate issued in the Name of Shanmuga Hospital Private Limited), Salem, Tamil Nadu, India	H-2019-0656	26 Aug 2022	25 Aug 2026	Renewed on 5th Edition
630	H-2018-1278	Al Arif Hospital, Thiruvananthapuram, Kerala, India	H-2019-0657	26 Aug 2019	25 Aug 2022	Accreditation Expired
631	H-2016-1037	Deepak Hospital, Sarabha Nagar, Ludhiana, Punjab, India	H-2019-0658	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
632	H-2017-1197	Maharishi Markandeshwar Institute of Medical Sciences & Research, Mullana, Haryana, India	H-2019-0659	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
633	H-2017-1207	Ashish Hospital, Jabalpur, Madhya Pradesh, India	H-2019-0660	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
634	H-2018-1268	Kainos Super Speciality Hospital , Rohtak, Haryana, India	H-2019-0661	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
635	H-2018-1287	Aashka Hospitals Limited, Gandhinagar, Gujarat, India	H-2019-0662	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
636	H-2018-1295	Deenanath Mangeshkar Hospital and Research Center, Pune, Maharashtra, India	H-2019-0663	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
637	H-2018-1311	Sahyadri Super Speciality Hospital, Hadapsar, Pune, Maharashtra, India	H-2019-0664	24 Sep 2022	23 Sep 2026	Renewed on 5th Edition
638	H-2018-1269	Mata Roop Rani Maggo Hospital & IVF Centre - (Earlier Certificate issued in the name of Mata Roop Rani Maggo and Mahindru Hospital Pvt. Ltd.), Delhi, Delhi, India	H-2019-0665	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
639	H-2018-1336	CARE Hospitals, Khordha, Bhubneshwar, Orissa, India	H-2019-0666	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
640	H-2018-1342	Ahmedabad Institute Of Medical Services (AIMS), Ahmedabad, Gujarat, India	H-2019-0667	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
641	H-2018-1359	Lokmanya Hospital, Pune, Maharashtra, India	H-2019-0668	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
642	H-2011-0569	Metro Umkal Hospital and Heart Institute, Rewari, Haryana, India	H-2019-0669	03 Nov 2019	02 Nov 2022	Accreditation Expired
643	H-2014-0892	MMI Naryana Multispeciality Hospital, Raipur, Chattisgarh, India	H-2019-0670	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
644	H-2017-1173	OMNI Hospitals (A Unit of Incor Hospitals Vizag Private Limited) - (Earlier Certificate issued in the Name of OMNIRK Super Speciality Hospital), Visakhapatnam, Andhra Pradesh, India	H-2019-0671	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
645	H-2018-1241	Vydehi Hospital, Bangalore, Karnataka, India	H-2019-0672	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
646	H-2018-1243	St. Gregorios Medical Mission Hospital, Tiruvalla, Kerala, India	H-2019-0673	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
647	H-2018-1261	Chandan Neuro Sciences Hospital, Solapur, Maharashtra, India	H-2019-0674	03 Nov 2019	02 Nov 2022	Application Closed
648	H-2018-1301	Global Hospital - Superspeciality & Transplant Centre, Mumbai, Maharashtra, India	H-2019-0675	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
649	H-2018-1318	Sehgal Neo Hospital, Delhi, Delhi, India	H-2019-0676	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
650	H-2018-1356	Ojas Super Speciality Hospital, Panchkula, Haryana, India	H-2019-0677	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
651	H-2018-1368	Rainbow Children's Medicare Pvt Ltd, Hyderabad, Telangana, India	H-2019-0678	03 Nov 2022	02 Nov 2026	Renewed on 5th Edition
652	H-2018-1297	KMC Hospital (A Unit Of Manipal Health Enterprises Private Limited), Mangalore, Karnataka, India	H-2019-0679	03 Dec 2022	02 Dec 2026	Renewed on 5th Edition
653	H-2017-1140	Apollo Speciality Hospitals(A Unit of Apollo Hospitals Enterprise Limited) , Nellore, Andhra Pradesh, India	H-2019-0680	03 Dec 2022	02 Dec 2026	Renewed on 5th Edition
654	H-2018-1284	LBS Hospital , Bhopal, Madhya Pradesh, India	H-2019-0681	03 Dec 2019	02 Dec 2022	Accredition expired Not undergone renewal Asessment
655	H-2018-1351	Shah Hospital, Kaithal, Haryana, India	H-2019-0682	03 Dec 2022	02 Dec 2026	Renewed on 5th Edition
656	H-2018-1354	Global Heart And Super Specialty Hospital, Ludhiana, Punjab, India	H-2019-0683	03 Dec 2022	02 Dec 2026	Renewed on 5th Edition
657	H-2018-1375	Shivam Hospital Unit Of R R Hospitals Pvt. Ltd., Bahadurgarh, Jhajjar, Haryana, India	H-2019-0684	03 Dec 2019	02 Dec 2022	Accreditation under Suspension w.e.f April 19, 2022
658	H-2018-1361	Kalra Hospital SRCNC Pvt. Ltd., Delhi, Delhi, India	H-2020-0685	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
659	H-2018-1353	Bhagwan Mahaveer Jain Hospital, Bangalore, Karnataka, India	H-2020-0686	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
660	H-2018-1357	Shanti Devi Gi Institute And Advanced Endoscopy Centre, Hisar, Haryana, India	H-2020-0687	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
661	H-2019-1403	Geetanjali Hospital, Hisar, Haryana, India	H-2020-0688	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
662	H-2019-1410	Sagar Hospitals-DSI, Bangalore, Karnataka, India	H-2020-0689	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
663	H-2019-1422	St. John's Medical College Hospital, Bangalore, Karnataka, India	H-2020-0690	11 Jan 2023	10 Jan 2027	Renewed on 5th Edition
664	H-2017-1166	Shubham Hospital (A Unit of Shubham Medicare Pvt. Ltd.), Varanasi, Uttar Pradesh, India	H-2020-0691	20 Mar 2023	19 Mar 2027	Renewed on 5th Edition
665	H-2017-1194	Jamdar Hospital, Jabalpur, Madhya Pradesh, India	H-2020-0692	20 Mar 2020	19 Mar 2023	Application Closed
666	H-2018-1312	PIOS Medilinks Pvt. Ltd. Hospital, Kolhapur, Maharashtra, India	H-2020-0693	20 Mar 2023	19 Mar 2027	Renewed on 5th Edition
667	H-2017-1238	FIMS Hospital (Frank Institute of Medical Sciences), Sonipat, Haryana, India	H-2020-0694	20 Mar 2023	19 Mar 2027	Renewed on 5th Edition
668	H-2019-1523	The Signature Hospital , Gurgaon, Haryana, India	H-2020-0695	17 Apr 2023	16 Apr 2027	Renewed on 5th Edition
669	H-2018-1266	HCG Hospitals , Bhavnagar, Gujarat, India	H-2020-0696	17 Apr 2023	16 Apr 2027	Renewed on 5th Edition
670	H-2018-1296	Apollo Rajshree Hospitals Pvt. Ltd., Indore, Madhya Pradesh, India	H-2020-0697	17 Apr 2023	16 Apr 2027	Renewed on 5th Edition
671	H-2018-1298	Himalayan Hospital ( A Constituent unit of Swami Rama Himalayan University), Dehradun, Uttarakhand, India	H-2020-0698	17 Apr 2023	16 Apr 2027	Renewed on 5th Edition
672	H-2019-1425	Mahatma Gandhi Institute Of Medical Sciences, Hisar, Haryana, India	H-2020-0699	17 Apr 2023	16 Apr 2027	Renewed on 5th Edition
673	H-2019-1457	Narayana Superspeciality Hospital, Gurgaon, Haryana, India	H-2020-0700	21 Apr 2023	20 Apr 2027	Renewed on 5th Edition
674	H-2019-1389	GG Hospital (A Unit of Paragon Hospital Kerala Pvt. Ltd.), Thiruvananthapuram, Kerala, India	H-2020-0701	21 Apr 2023	20 Apr 2027	Renewed on 5th Edition
675	H-2018-1373	Life Kare Hospital, Amritsar, Punjab, India	H-2020-0702	21 Apr 2020	20 Apr 2023	Accreditation Expired
676	H-2017-1180	Anant Nursing Home Pvt. Ltd., Jabalpur, Madhya Pradesh, India	H-2020-0703	21 Apr 2023	20 Apr 2027	Renewed on 5th Edition
677	H-2019-1409	AIG Hospitals ( A Unit of Asian Institute Of Gastroenterology Private Limited), Hyderabad, Telangana, India	H-2020-0704	14 May 2023	13 May 2027	Renewed on 5th Edition
678	H-2018-1276	Meditrina Hospital, Kollam, Kerala, India	H-2020-0705	14 May 2023	13 May 2027	Renewed on 5th Edition
679	H-2019-1406	Shalby Hospital, Surat, Gujarat, India	H-2020-0706	14 May 2023	13 May 2027	Renewed on 5th Edition
680	H-2019-1491	Sukhda Multi Speciality Hospital (A Unit of Vandam Healthcare Pvt. Ltd), Hisar, Haryana, India	H-2020-0707	28 May 2023	27 May 2027	Renewed on 5th Edition
681	H-2018-1341	Laxmi Narasimha Hospital, Warangal Urban, Hanamkonda, Telangana, India	H-2020-0708	06 Jun 2020	05 Jun 2023	
682	H-2018-1314	MVR Cancer & Research Institute, Kozhikode, Kerala, India	H-2020-0709	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
683	H-2017-1177	HCG Pinnacle Cancer Centre (A Unit of HCG Pinnacle Oncology Pvt Ltd.), Visakhapatnam, Andhra Pradesh, India	H-2020-0710	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
684	H-2017-1193	KD Ganesha (A Group of KD Ganesha Hospital), Amritsar, Punjab, India	H-2020-0711	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
685	H-2018-1253	Scudder Memorial Hospital, Vellore, Tamil Nadu, India	H-2020-0712	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
686	H-2016-1075	Travancore Medical College Hospital, Kollam, Kerala, India	H-2020-0713	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
687	H-2017-1200	Sidhu Hospital Pvt. Ltd., Ludhiana, Punjab, India	H-2020-0714	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
688	H-2018-1260	Galaxy Care Multispeciality Hospital Pvt. Ltd., Pune, Maharashtra, India	H-2020-0715	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
689	H-2018-1335	Shalby Limited, Naroda, Ahmedabad, Gujarat, India	H-2020-0716	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
690	H-2019-1376	Ayushman Hospital & Health Services, New Delhi, Delhi, India	H-2020-0717	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
691	H-2019-1405	Synergy Super Speciality Hospital (A Unit of Saurashtra Medicare LLP), Rajkot, Gujarat, India	H-2020-0718	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
692	H-2018-1322	Prashanth Hospitals (A unit of Prashanth Fertility Research Centre Pvt Ltd), Chennai, Tamil Nadu, India	H-2020-0719	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
693	H-2019-1469	Bai Jerbai Wadia Hospital for Children, Mumbai, Maharashtra, India	H-2020-0720	06 Jun 2023	05 Jun 2027	Renewed on 5th Edition
694	H-2017-1239	Swastik Multispeciality Hospital & Research Center, Jabalpur, Madhya Pradesh, India	H-2020-0721	02 Jul 2023	01 Jul 2027	Renewed on 5th Edition
695	H-2017-1236	Chandra Laxmi Hospital, Ghaziabad, Uttar Pradesh, India	H-2020-0722	02 Jul 2023	01 Jul 2027	Renewed on 5th Edition
696	H-2018-1265	Jupiter Lifeline Hospitals Ltd., Pune, Maharashtra, India	H-2020-0723	02 Jul 2023	01 Jul 2027	Renewed on 5th Edition
697	H-2017-1230	Khetarpal Hospital, Delhi, Delhi, India	H-2020-0724	02 Jul 2020	01 Jul 2023	Shifted to SHCO
698	H-2018-1333	Shrimann Superspeciality Hospital, Jalandhar, Punjab, India	H-2020-0725	02 Jul 2023	01 Jul 2027	Renewed on 5th Edition
699	H-2019-1507	Apollo CVHF Heart Institute (A Unit Of Apollo CVHF Ltd.), Ahmedabad, Gujarat, India	H-2020-0726	02 Jul 2023	01 Jul 2027	Renewed on 5th Edition
700	H-2019-1384	Kiran Multi Super Speciality Hospital & Research Centre, Surat, Gujarat, India	H-2020-0727	04 Jul 2023	03 Jul 2027	Renewed on 5th Edition
701	H-2017-1176	Ruban Memorial Hospital(Unit Of Ruban Patliputra Hospital Pvt. Ltd.), Patna, Bihar, India	H-2020-0728	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
702	H-2018-1283	Chennai Noble Hospitals Private Limited, Chennai, Tamil Nadu, India	H-2020-0729	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
703	H-2019-1485	Tulip MultispecilityHospital Pvt.Ltd., Sonipat, Haryana, India	H-2020-0730	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
704	H-2018-1282	Tricolour Hospitals , Vadodara, Gujarat, India	H-2020-0731	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
705	H-2018-1240	Apex Hospital, Varanasi, Uttar Pradesh, India	H-2020-0732	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
706	H-2018-1308	St. Joseph's Hospital, Ghaziabad, Uttar Pradesh, India	H-2020-0733	18 Jul 2020	17 Jul 2023	Not Applied for Renewal
707	H-2018-1292	Medicover Hospitals, Visakhapatnam, Andhra Pradesh, India	H-2020-0734	18 Jul 2023	17 Jul 2027	Renewed on 5th Edition
708	H-2018-1245	Malabar Cancer Centre, Kannur, Kerala, India	H-2020-0735	01 Aug 2023	31 Jul 2027	Renewed on 5th Edition
709	H-2018-1345	Kauvery Hospital (A Unit of Sri Kauvery Medical Care (India) Limited), Salem, Tamil Nadu, India	H-2020-0736	01 Aug 2023	31 Jul 2027	Renewed on 5th Edition
710	H-2019-1391	Jaipur Golden Hospital, Delhi, Delhi, India	H-2020-0737	08 Aug 2023	07 Aug 2027	Renewed on 5th Edition
711	H-2018-1367	Preethi Hospitals Pvt. Ltd., Madurai, Tamil Nadu, India	H-2020-0738	13 Aug 2023	12 Aug 2027	Renewed on 5th Edition
712	H-2019-1377	Pace Hospitals(A Unit of OMRV Hospital Pvt. Ltd.), Hyderabad, Telangana, India	H-2020-0739	13 Aug 2023	12 Aug 2027	Renewed on 5th Edition
713	H-2019-1441	Sterling Cancer Hospital, Vadodara, Gujarat, India	H-2020-0740	27 Aug 2023	26 Aug 2027	Renewed on 5th Edition
714	H-2019-1386	Ashoka Medicover Hospitals (A Unit Of Sahrudaya Health Care Pvt Ltd., Nashik, Maharashtra, India	H-2020-0741	16 Sep 2023	15 Sep 2027	Renewed on 5th Edition
715	H-2018-1334	MGM Medical College & Hospital, Navi Mumbai, Maharashtra, India	H-2020-0742	16 Sep 2023	15 Sep 2027	Renewed on 5th Edition
716	H-2018-1271	Amcare Hospital, Mohali, Punjab, India	H-2020-0743	22 Sep 2023	21 Sep 2027	Renewed on 5th Edition
717	H-2019-1440	Apollo Speciality Hospital, Bangalore, Karnataka, India	H-2020-0744	22 Sep 2023	21 Sep 2027	Renewed on 5th Edition
718	H-2018-1317	Bhagwan Mahavir Manipal Hospital, Ranchi (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Bhagwan Mahavir Medica Superspecialty Hospital), Ranchi, Jharkhand, India	H-2020-0745	22 Oct 2023	21 Oct 2027	Renewed on 5th Edition
719	H-2019-1498	Unity Hospital ( Unity Care and Health Services Private Ltd ), Mangalore, Karnataka, India	H-2020-0746	02 Dec 2023	01 Dec 2027	Renewed on 5th Edition
720	H-2019-1420	Sri Sai Hospital, Moradabad, Uttar Pradesh, India	H-2020-0747	02 Dec 2023	01 Dec 2027	Renewed on 5th Edition
721	H-2019-1492	Pushpanjali Hospital, Rewari, Haryana, India	H-2020-0748	02 Dec 2023	01 Dec 2027	Renewed on 5th Edition
722	H-2017-1174	Ekashilaa Hospitals (A Unit of Kakathiyan Medical Services Pvt. Ltd.), Warangal, Telangana, India	H-2020-0749	08 Aug 2020	07 Aug 2023	
723	H-2019-1534	Kusum Dhirajlal (KD) Hospital, Ahmedabad, Gujarat, India	H-2020-0750	10 Dec 2023	09 Dec 2027	Renewed on 5th Edition
724	H-2018-1374	Nelson Hospital (A Unit of SMD Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of Nelson Mother & Child Care Hospital), Nagpur, Maharashtra, India	H-2020-0751	10 Dec 2023	09 Dec 2027	Renewed on 5th Edition
725	H-2019-1511	Yashoda Superspeciality Hospital And Cancer Institute , Ghaziabad, Uttar Pradesh, India	H-2020-0752	10 Dec 2023	09 Dec 2027	Renewed on 5th Edition
726	H-2019-1385	Sir Ganga Ram City Hospital, New Delhi, Delhi, India	H-2021-0753	20 Jan 2024	19 Jan 2028	Renewed on 5th Edition
727	H-2018-1352	Mitera Hospitals Private Limited, Kottayam, Kerala, India	H-2021-0754	20 Jan 2024	19 Jan 2028	Renewed on 5th Edition
728	H-2018-1304	Orchid Medical Centre , Ranchi, Jharkhand, India	H-2021-0755	20 Jan 2024	19 Jan 2028	Renewed on 5th Edition
729	H-2019-1454	Anup Institute Of Orthopaedics & Rehabilitation, Patna, Bihar, India	H-2021-0756	20 Jan 2024	19 Jan 2028	Renewed on 5th Edition
730	H-2020-1553	Capital Hospitals (A Unit Of Capital Tree Health Care Pvt Ltd), Vijayawada, Andhra Pradesh, India	H-2021-0757	20 Jan 2024	19 Jan 2028	Renewed on 5th Edition
731	H-2019-1484	MGM Hospital & Research Center Pvt. Ltd, Patna, Bihar, India	H-2021-0758	30 Jan 2025	29 Jan 2029	Renewed on 5th Edition
732	H-2019-1538	Virk Hospital Pvt. Ltd, Karnal, Haryana, India	H-2021-0759	13 Feb 2024	12 Feb 2028	Renewed on 5th Edition
733	H-2019-1499	BAPS Pramukh Swami Hospital, Surat, Gujarat, India	H-2021-0760	13 Feb 2024	12 Feb 2028	Renewed on 5th Edition
734	H-2020-1649	Park Hospital, Behror, Alwar, Rajasthan, India	H-2021-0761	13 Feb 2024	12 Feb 2028	Renewed on 5th Edition
735	H-2019-1541	Dr. Jales Life Care Hospital, Rohtak, Haryana, India	H-2021-0762	18 Feb 2024	17 Feb 2028	Renewed on 5th Edition
736	H-2019-1513	Regency Hospital Ltd, Kanpur, Uttar Pradesh, India	H-2021-0763	18 Feb 2024	17 Feb 2028	Renewed on 5th Edition
737	H-2019-1476	Chandan Hospital, Lucknow, Uttar Pradesh, India	H-2021-0764	26 Feb 2024	25 Feb 2028	Renewed on 5th Edition
738	H-2019-1480	Vedanta Medical Research Foundation (Balco Medical Centre), Raipur, Chattisgarh, India	H-2021-0765	26 Feb 2024	25 Feb 2028	Renewed on 5th Edition
739	H-2020-1569	Kokilaben Dhirubhai Ambani Hospital, Navi Mumbai, Maharashtra, India	H-2021-0766	26 Feb 2024	25 Feb 2028	Renewed on 5th Edition
740	H-2019-1500	Madhukar Rainbow Childrens Hospital, New Delhi, Delhi, India	H-2021-0767	26 Feb 2024	25 Feb 2028	Renewed on 5th Edition
741	H-2019-1496	MGM Healthcare Pvt Ltd, Chennai, Tamil Nadu, India	H-2021-0768	26 Feb 2024	25 Feb 2028	Renewed on 5th Edition
742	H-2019-1471	National Institute Of Mental Health And Neuro Sciences, Bangalore, Karnataka, India	H-2021-0769	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
743	H-2020-1652	Sum Ultimate Medicare, Bhubneshwar, Orissa, India	H-2021-0770	04 Mar 2025	03 Mar 2029	Accredited on 5th Edition
744	H-2019-1416	ILS Hospitals Dumdum Unit Of GPT Healthcare Pvt. Ltd., Dumdum, Kolkata, India	H-2021-0771	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
745	H-2019-1488	Sanjivani Hospital, Sirsa, Haryana, India	H-2021-0772	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
746	H-2020-1585	JJ Institute of Medical Sciences Pvt. Ltd., Bahadurgarh, Haryana, India	H-2021-0773	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
747	H-2019-1536	Dr. KNS Memorial Hospital Pvt. Ltd. (Earlier Certificate issued in the name of Mayo Medical Centre Pvt. Ltd.), Lucknow, Uttar Pradesh, India	H-2021-0774	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
748	H-2018-1364	Maharishi Markandeshawar Medical College and Hospital, Solan, Himachal Pradesh, India	H-2021-0775	13 Feb 2024	12 Feb 2028	Renewed on 5th Edition
749	H-2018-1328	Sevasadan Lifeline Superspeciality Hospital, Sangli, Miraj, Maharashtra, India	H-2021-0776	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
750	H-2019-1495	Healthcare Global Enterprises Limited, Jaipur, Rajasthan, India	H-2021-0777	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
751	H-2020-1554	Dr Rela Institute & Medical Centre (A Unit Of JR Super Speciality Hospitals Pvt. Ltd), Chennai, Tamil Nadu, India	H-2021-0778	04 Mar 2024	03 Mar 2028	Renewed on 5th Edition
752	H-2019-1461	Dr. D.Y.Patil Medical College, Hospital and Research Centre, Pune, Maharashtra, India	H-2021-0779	11 Mar 2024	10 Mar 2028	Renewed on 5th Edition
753	H-2019-1395	Parkash Hospital, Amritsar, Punjab, India	H-2021-0780	11 Mar 2024	10 Mar 2028	Renewed on 5th Edition
754	H-2019-1509	Dr. Ravindra Hospital, Panipat, Haryana, India	H-2021-0781	11 Mar 2021	10 Mar 2024	
755	H-2018-1255	Cosmopolitan Hospitals Private Limited, Thiruvananthapuram, Kerala, India	H-2021-0782	11 Mar 2024	10 Mar 2028	Renewed on 5th Edition
756	H-2020-1617	Malabar Institute Of Medical Science Limited, Edakkad, Kannur, Kerala, India	H-2021-0783	11 Mar 2024	10 Mar 2028	Renewed on 5th Edition
757	H-2020-1560	SMVS Swaminarayan Hospital and Research Foundation, Gandhinagar, Gujarat, India	H-2021-0784	19 Mar 2024	18 Mar 2028	Renewed on 5th Edition
758	H-2019-1542	Kaddam Multispeciality Hospital, Bhiwani, Haryana, India	H-2021-0785	19 Mar 2024	18 Mar 2028	Renewed on 5th Edition
759	H-2020-1588	Aaryan Institute of Medical Science, Kutch, Mandvi, Gujarat, India	H-2021-0786	19 Mar 2021	18 Mar 2024	Shifted to SHCO Accreditation Program
760	H-2019-1550	Ravindra Hospital & Heart Centre, Hisar, Haryana, India	H-2021-0787	19 Mar 2021	18 Mar 2024	Accreditation Expired
761	H-2019-1522	Anand Surgical Hospital Pvt. Ltd., Ahmedabad, Gujarat, India	H-2021-0788	19 Mar 2024	18 Mar 2028	Renewed on 5th Edition
762	H-2018-1350	B C M Hospital, Sitapur, Uttar Pradesh, India	H-2021-0789	19 Mar 2024	18 Mar 2028	Renewed on 5th Edition
763	H-2020-1618	Paras Hospitals, Panchkula, Haryana, India	H-2021-0790	19 Mar 2024	18 Mar 2028	Renewed on 5th Edition
764	H-2019-1475	Seven Star Hospital ( A Unit of Nagpur Institute of Surgical Sciences and Research Centre pvt.Ltd.), Nagpur, Maharashtra, India	H-2021-0791	25 Mar 2024	24 Mar 2028	Renewed on 5th Edition
765	H-2019-1397	Apollo Reach Hospital, Sivagangai, Tamil Nadu, India	H-2021-0792	25 Mar 2024	24 Mar 2028	Renewed on 5th Edition
766	H-2019-1464	Smt. Rasilaben Sevantilal Shah Venus Hospital, Surat, Gujarat, India	H-2021-0793	25 Mar 2024	24 Mar 2028	Renewed on 5th Edition
767	H-2019-1504	Amandeep Medicity, Amritsar, Punjab, India	H-2021-0794	25 Mar 2024	24 Mar 2028	Renewed on 5th Edition
768	H-2018-1320	Isha multispeciality hospital, Vadodara, Gujarat, India	H-2021-0795	01 Apr 2024	31 Mar 2028	Renewed on 5th Edition
769	H-2019-1474	Deep Hospital, Jaipur, Rajasthan, India	H-2021-0796	01 Apr 2024	31 Mar 2028	Renewed on 5th Edition
770	H-2020-1612	Surya Mother & Child Super Speciality Hospital, Pune, Maharashtra, India	H-2021-0797	01 Apr 2024	31 Mar 2028	Renewed on 5th Edition
771	H-2020-1576	Brahm Shakti Sanjivani Super Speciality Hospital, Jhajjar, Bahadurgarh, Haryana, India	H-2021-0798	01 Apr 2024	31 Mar 2028	Renewed on 5th Edition
772	H-2017-1160	HCG Panda Cancer Hospital , Cuttack, Orissa, India	H-2021-0799	01 Apr 2024	31 Mar 2028	Renewed on 5th Edition
